latitude,longitude,vibe,elevation,weather,time_of_day,population,cultural_aspect,language
24.13012146,86.0213124,cultural,904,cloudy,afternoon,405542,festive,Hindi
26.76767733810184,86.03312449743443,mountain,1681,cold-clear,morning,165241,tribal,Bhutia
20.40831186782953,78.45871413100114,rural,345,rainy,evening,48227,traditional,Odia
23.82973252,77.89732203,heritage,327,cloudy,early-morning,89990,historical,Marathi
9.328419506762366,79.219441567137,coastal,15,humid,early-morning,571027,traditional,Malayalam
24.80256102,83.03532745,spiritual,221,foggy,evening,510645,meditative,Sanskrit
13.5727918,77.7863787,beach,52,humid,afternoon,645932,maritime,Tamil
26.13793024,73.49024439,desert,217,clear,afternoon,30953,ethnic,Sindhi
11.54549191772176,78.9065424531618,forest,1264,foggy,morning,6295,tribal,Hindi
13.731311322894635,77.98707476450568,beach,37,humid,morning,674649,maritime,Tamil
26.44637731,85.83932649,mountain,1212,cold-clear,night,121393,tribal,Bhutia
24.58046968,73.71046327,heritage,739,warm,afternoon,642318,traditional,Hindi
15.9129,79.74,urban,294,clear,afternoon,14893651,mixed,Hindi
10.239439029004872,79.16789072117133,coastal,71,humid,afternoon,261724,traditional,Malayalam
27.64759773,86.73039824,mountain,3145,snow,morning,58400,traditional,Bhutia
12.01803596,79.36237808,forest,1149,foggy,afternoon,56593,nature-based,Hindi
11.888784374120313,79.67467769197903,forest,464,rainy,afternoon,10411,nature-based,Hindi
26.20655928,74.68002977,desert,368,clear,morning,50453,tribal,Sindhi
17.039055647943506,79.47396345235754,coastal-city,193,rainy,night,9135412,modern,Tamil
30.3061039,78.02518769,hill-town,1971,cloudy,evening,154961,colonial,Nepali
24.02721356,86.28595191,hill-town,2178,cloudy,early-morning,53340,traditional,Nepali
22.57211179,88.37732167,city,193,haze,night,12504900,modern,Hindi
27.122354567827085,86.43792610074465,mountain,3221,snow,afternoon,160920,traditional,Bhutia
23.8247785,77.71819267,heritage,463,cloudy,evening,588411,historical,Bengali
24.81601690521913,93.93511851847208,hill-town,1516,cloudy,night,179935,colonial,Nepali
22.48132592,78.52308366,urban,56,clear,afternoon,4955168,modern,Kannada
27.461840973038697,85.97911755423456,mountain,2086,cloudy,early-morning,138167,traditional,Bhutia
16.05833212,77.71182934,coastal-city,197,humid,night,10275080,maritime,Malayalam
24.08728351,85.72750287,cultural,310,cloudy,afternoon,81445,festive,Bengali
11.73554493,79.76095895,beach,68,humid,morning,787200,maritime,Tamil
26.96543964975371,85.63804622879536,mountain,1978,snow,afternoon,10512,traditional,Hindi
21.16958604222465,72.83000981689564,urban,207,cloudy,afternoon,3151454,cosmopolitan,Hindi
11.19074333,78.43253082,forest,533,rainy,early-morning,59877,nature-based,Local Tribal Language
23.53559468,77.98699939,heritage,776,clear,evening,202446,traditional,Tamil
20.02123119,77.80701249,rural,371,rainy,morning,72807,traditional,Odia
11.73190524,78.86683219,forest,887,rainy,evening,48557,nature-based,Local Tribal Language
24.1325522,86.03573577,cultural,903,cloudy,afternoon,231437,festive,Hindi
25.93685347794063,74.60098298783755,desert,235,dusty,evening,56507,ethnic,Rajasthani
9.324164657,78.86910277,coastal,33,clear,early-morning,580120,traditional,Tamil
21.66561686,78.53806002,rural,709,haze,morning,15965,traditional,Hindi
24.59852909,73.71027631,heritage,970,clear,afternoon,746539,historical,Hindi
20.36209756,78.50253996,rural,595,cloudy,morning,43551,traditional,Hindi
17.415986213477755,83.46759329731982,temple-town,552,clear,afternoon,530997,spiritual,Tamil
17.93639251,83.52999369,temple-town,876,cloudy,morning,164158,traditional,Tamil
25.17642453,83.97089084,spiritual,747,calm,evening,578673,spiritual,Tibetan
22.7461,88.3465,urban,230,rainy,evening,11310154,cosmopolitan,English
9.298879298115155,79.165446233892,coastal,0,humid,evening,483905,maritime,Tamil
11.26877237,75.78112639,urban,146,cloudy,early-morning,930899,mixed,Kannada
14.179320351797717,77.07601768538116,beach,76,cloudy,evening,147358,laid-back,Malayalam
21.606587794206675,79.28691052558122,rural,492,clear,evening,71364,agrarian,Bengali
23.60287798,85.80729024,hill-town,1207,cloudy,morning,157135,colonial,Nepali
17.75234329,83.92225931,temple-town,413,warm,early-morning,343724,spiritual,Tamil
22.75164896679001,79.57897148145472,urban,230,cloudy,night,5151633,mixed,Marathi
23.50518306,85.12268934,hill-town,2109,foggy,morning,37758,traditional,Nepali
15.38407317,78.42644706,coastal-city,69,rainy,evening,11945489,modern,Konkani
30.318033850660008,78.03918499811103,hill-town,2094,cloudy,early-morning,30234,colonial,Hindi
24.71788668,84.93551653,cultural,301,cloudy,night,262082,festive,Bengali
9.679773774,78.63097002,coastal,10,rainy,evening,626457,maritime,Odia
23.67797296914708,87.68639148105534,cultural,638,cloudy,afternoon,660889,festive,Tamil
17.5774564,84.95598984,temple-town,670,warm,night,245042,spiritual,Hindi
25.11233301,83.01869638,spiritual,120,calm,evening,402971,spiritual,Sanskrit
27.58775842,86.45289511,mountain,1407,cold-clear,evening,36175,traditional,Bhutia
23.6102,85.2799,urban,116,rainy,early-morning,9792885,cosmopolitan,Hindi
24.4677132,82.26114551,spiritual,58,cloudy,night,98134,spiritual,Tibetan
15.1372548,77.07934699,beach,70,breezy,morning,261465,laid-back,Tamil
24.26222077,85.79784896,cultural,286,cloudy,evening,187697,festive,Hindi
27.67411857,86.73104782,mountain,2038,cloudy,early-morning,29825,tribal,Bhutia
27.23909938,86.10282024,mountain,1388,foggy,evening,12556,tribal,Bhutia
13.75770196,77.12224462,beach,54,clear,early-morning,334767,maritime,Tamil
15.312375757618778,74.12569640702947,beach,36,cloudy,morning,248942,maritime,Tamil
23.25721843882128,84.78510675688699,hill-town,1409,cold-clear,evening,16735,traditional,Hindi
25.32119455769086,74.79268270131482,desert,610,dry-windy,evening,10535,ethnic,Rajasthani
25.2837,87.5708,rural,88,clear,morning,20942,traditional,Marathi
11.83932605,79.62891667,forest,1319,rainy,evening,49977,tribal,Local Tribal Language
9.376912868,76.92614268,backwater,65,cloudy,morning,14272,ethnic,Malayalam
14.90352557,79.19300833,coastal-city,45,humid,night,14194906,mixed,Tamil
23.6961556666456,86.20180878498843,hill-town,1996,rainy,evening,11409,colonial,English
25.59039591,80.69848258,city,275,clear,afternoon,6399846,commercial,Telugu
26.619253076729755,73.69392789485404,desert,355,dusty,evening,55054,tribal,Sindhi
23.8388,78.7378,cultural,803,cloudy,morning,787849,festive,Hindi
9.64580904270598,76.612038345745,backwater,0,humid,early-morning,72937,traditional,Malayalam
26.47342627875504,80.34129413805358,urban,210,haze,early-morning,10112615,cosmopolitan,Marathi
9.9312,76.2673,beach,68,humid,early-morning,202472,laid-back,Malayalam
22.11908813,77.44533177,urban,13,haze,night,2423599,mixed,Hindi
9.480327506,76.10370175,backwater,58,humid,afternoon,38959,traditional,Malayalam
26.88298685497281,88.28051315050773,mountain,1651,foggy,night,43793,tribal,Nepali
26.14587912,74.1350393,desert,108,clear,night,35543,tribal,Hindi
26.2714699614636,74.7690641061528,desert,240,dry-windy,morning,12328,ethnic,Hindi
25.49367587,80.30495283,city,295,clear,morning,5986452,commercial,Hindi
23.0225,72.5714,urban,26,cloudy,night,2627351,cosmopolitan,Kannada
27.23456338879853,86.65663921401611,mountain,3346,cold-clear,early-morning,54849,traditional,Nepali
20.40988462,78.44840236,rural,197,rainy,morning,16717,traditional,Gujarati
27.34753863,86.8760928,mountain,2529,cold-clear,early-morning,30529,tribal,Nepali
12.18162547,78.51633554,forest,765,cloudy,night,64464,nature-based,Local Tribal Language
20.6801303799806,79.66956546733374,rural,766,cloudy,early-morning,25559,traditional,Bengali
26.14599667,74.86888844,desert,592,hot-clear,early-morning,45640,ethnic,Sindhi
22.19361573,79.95709296,urban,45,rainy,evening,1810000,mixed,English
23.962873298074307,84.85890293835514,hill-town,1430,cold-clear,early-morning,18130,colonial,English
14.88930424,79.19242628,coastal-city,130,humid,night,7721640,mixed,Malayalam
11.671441703960417,79.36770310679374,forest,703,cloudy,afternoon,37997,nature-based,Local Tribal Language
9.073888388,75.94946385,backwater,40,humid,morning,14162,traditional,Malayalam
23.67283992,86.02963627,hill-town,2197,cloudy,afternoon,14228,colonial,English
15.68317946,78.28009906,coastal-city,56,clear,evening,7912940,maritime,Konkani
24.96622252,82.58685706,spiritual,404,cloudy,afternoon,438459,spiritual,Sanskrit
24.8039078762402,93.94163300617662,mountain,2251,snow,morning,48171,traditional,Hindi
15.38099335,79.82579404,coastal-city,204,humid,night,1543358,mixed,Konkani
15.8497,74.4977,heritage,47,cloudy,night,127800,traditional,Hindi
27.61866946,86.32569321,mountain,1332,cloudy,afternoon,9831,traditional,Nepali
22.185733863455543,79.99095777876471,urban,236,rainy,afternoon,1042765,modern,Marathi
15.82859451486144,78.03852140661232,rural,68,haze,afternoon,38807,agrarian,Bengali
23.6198258,85.2947545,hill-town,929,rainy,evening,110796,colonial,Hindi
26.61005251,73.70352792,desert,142,hot-clear,night,14923,ethnic,Sindhi
24.74521151,85.82292614,cultural,649,cloudy,early-morning,408203,festive,Gujarati
15.36473599,79.84488174,coastal-city,171,cloudy,night,14986283,mixed,Konkani
25.48998739,84.77101947,cultural,726,haze,afternoon,120541,festive,Tamil
8.823141619,76.21828697,backwater,34,clear,afternoon,17973,ethnic,Malayalam
25.904385101983184,80.90287264288585,city,102,clear,afternoon,788273,modern,Bengali
8.84087299525369,78.72543810781748,coastal,23,cloudy,afternoon,785109,traditional,Tamil
11.469409203800453,79.49935722136956,forest,381,rainy,evening,71816,nature-based,Hindi
23.176597608676985,78.95035426653182,urban,271,haze,evening,6066439,cosmopolitan,Kannada
9.627363397,76.38359744,backwater,51,cloudy,evening,33568,ethnic,Malayalam
17.75366666,83.4826188,temple-town,403,clear,evening,126348,spiritual,Tamil
11.740016892324208,79.03037200668034,forest,358,cloudy,night,25290,nature-based,Hindi
26.61815494,74.69084068,desert,200,clear,early-morning,3004,tribal,Rajasthani
24.964448896852748,82.57774823045939,spiritual,673,cloudy,evening,434670,meditative,Hindi
25.3176,82.9739,heritage,118,clear,morning,735141,historical,Hindi
24.14753821,85.4585322,hill-town,2071,rainy,early-morning,143788,colonial,Hindi
23.55709023,77.18873846,heritage,770,haze,evening,410246,historical,Bengali
25.04356353,83.58983757,spiritual,727,calm,afternoon,733954,meditative,Tibetan
23.859931947929493,77.39331633248048,heritage,949,haze,night,33884,traditional,Tamil
25.37962719,72.42270414,desert,142,dusty,evening,11237,tribal,Sindhi
13.94975356,77.31279367,beach,1,clear,afternoon,21743,laid-back,Malayalam
24.70328072,86.03055415,hill-town,1316,rainy,early-morning,88727,traditional,English
21.42733663,78.67002832,rural,580,haze,night,9731,agrarian,Marathi
12.89392401,78.40310483,beach,10,cloudy,evening,454249,laid-back,Tamil
17.77146974,84.47848906,temple-town,763,clear,morning,605886,traditional,Hindi
8.793951254,76.67053782,backwater,5,humid,afternoon,41011,ethnic,Malayalam
9.375199954,76.92330759,backwater,60,rainy,morning,1937,traditional,Malayalam
28.23965677,86.07997538,mountain,3318,cloudy,evening,68979,tribal,Nepali
23.13078187,86.07479578,hill-town,1168,cold-clear,evening,33197,traditional,Nepali
15.682802915134678,78.28329374364742,coastal-city,0,rainy,night,9219399,mixed,English
20.3311957,78.51209635,rural,386,rainy,afternoon,67737,traditional,Hindi
22.75176719,79.57975507,urban,244,cloudy,night,5152134,mixed,Marathi
26.4499,80.3319,city,255,cloudy,night,8971303,commercial,English
28.1935597,94.7425959,mountain,2874,foggy,evening,88684,tribal,Bhutia
25.55312557464641,83.32931268805666,spiritual,242,foggy,early-morning,414714,meditative,Tibetan
25.6307899,85.24438793,cultural,672,haze,early-morning,302878,heritage-rich,Hindi
25.42201946,82.96825146,spiritual,228,foggy,night,630874,meditative,Sanskrit
18.1124,79.0193,rural,383,cloudy,morning,25201,agrarian,Marathi
23.71910828,86.13405576,hill-town,1795,foggy,afternoon,133007,colonial,Nepali
20.754350024292734,78.68558053816743,rural,809,cloudy,evening,22510,agrarian,Gujarati
8.599243001219739,78.78128017011944,coastal,0,rainy,evening,256650,traditional,Malayalam
22.72852876,75.8528248,urban,211,cloudy,afternoon,8582100,cosmopolitan,Kannada
19.747996562895317,77.45269172726584,rural,164,haze,morning,46066,agrarian,Bengali
26.91097144537088,75.78689025761226,desert,444,dry-windy,morning,35749,ethnic,Hindi
31.10663863139516,77.16870032426401,mountain,2816,foggy,afternoon,6091,traditional,Bhutia
23.4748418192354,77.68208313074254,heritage,117,haze,night,81853,traditional,Marathi
24.88477048114771,82.16312012187103,spiritual,245,calm,night,60162,meditative,Hindi
27.41396696,86.36397027,mountain,3252,cold-clear,morning,76952,traditional,Hindi
27.59771398,86.67188051,mountain,3378,foggy,night,142456,traditional,Bhutia
26.214720749895942,80.6117022500503,city,62,haze,evening,13257272,commercial,Tamil
11.66907442,79.37349102,forest,1075,foggy,morning,21890,nature-based,Hindi
9.281524383,77.46717203,backwater,15,rainy,afternoon,21777,traditional,Malayalam
23.57834888730227,85.40228840225261,hill-town,1822,foggy,morning,148691,traditional,Nepali
9.302285544,76.604805,forest,1038,cloudy,afternoon,48905,nature-based,Local Tribal Language
15.3333,74.0833,beach,29,humid,evening,614899,laid-back,Malayalam
12.9024198,74.83995292,coastal-city,19,clear,evening,12914651,modern,Tamil
25.21946211,83.4809124,spiritual,173,clear,early-morning,135001,spiritual,Hindi
23.51839503,85.65842886,hill-town,1685,cloudy,night,186186,colonial,Nepali
26.63954518,86.48915819,mountain,1912,cloudy,morning,115941,traditional,Bhutia
17.12444931,83.56438699,temple-town,288,cloudy,night,338032,traditional,Sanskrit
24.17208231689683,85.17916794735349,cultural,506,warm,afternoon,737907,festive,Hindi
13.25304858,77.59136596,beach,24,humid,evening,77117,maritime,Malayalam
23.8356,91.2868,cultural,137,haze,afternoon,257483,festive,Hindi
24.94866412,85.51471799,cultural,830,haze,afternoon,619907,festive,Tamil
16.03027247,79.88725251,coastal-city,237,humid,evening,675241,mixed,Konkani
23.25623496,84.78450241,hill-town,1394,cold-clear,evening,15026,traditional,Hindi
25.93654184,83.11734556,spiritual,8,foggy,afternoon,789855,spiritual,Tibetan
23.96590866260757,76.47632324936728,heritage,377,clear,early-morning,344594,historical,Tamil
26.73786744,86.36925185,mountain,1996,snow,morning,114189,traditional,Nepali
20.466863067083764,85.8836936582506,temple-town,721,cloudy,night,622357,traditional,Hindi
22.10456858,78.75257612,urban,193,cloudy,early-morning,2148928,mixed,Kannada
9.120332178801096,76.39982140966215,backwater,51,cloudy,evening,53720,ethnic,Malayalam
9.34294729,77.1368271,backwater,66,humid,afternoon,72709,ethnic,Malayalam
13.995772377881556,78.54290665937222,beach,80,humid,night,532606,maritime,Malayalam
12.72681901830301,79.2915818039214,forest,1228,humid,evening,72247,tribal,Hindi
24.51792611,86.11049378,hill-town,1247,rainy,night,42412,traditional,English
12.2958,76.6394,heritage,520,cloudy,early-morning,338209,historical,Bengali
26.32094517,75.03358522,desert,395,dusty,night,63988,tribal,Rajasthani
25.93317734,74.56059282,desert,552,dry-windy,night,33480,ethnic,Sindhi
24.58534746833957,73.71219003679418,heritage,627,haze,afternoon,302364,historical,Marathi
22.72678578,75.9060675,urban,95,haze,evening,13737453,cosmopolitan,Hindi
23.53180457,85.66576057,hill-town,963,cloudy,morning,116982,colonial,Hindi
11.99489162632401,78.53748571328777,forest,1281,humid,early-morning,3913,tribal,Local Tribal Language
21.76237812,79.13153249,urban,133,clear,evening,11687556,cosmopolitan,Marathi
25.67620795,74.153341,desert,267,clear,evening,21128,tribal,Rajasthani
8.97261620811377,76.69679326952296,backwater,28,cloudy,morning,69385,traditional,Malayalam
14.268431707183908,78.02547663241414,beach,24,breezy,evening,43258,maritime,Malayalam
12.42967725,78.94756372,forest,282,foggy,morning,17590,tribal,Hindi
18.014594486406228,83.31744603331302,temple-town,812,warm,afternoon,766760,spiritual,Sanskrit
22.3072,73.1812,urban,76,haze,morning,9056100,mixed,Kannada
34.07793423160714,74.81734517567705,mountain,2457,foggy,night,117276,traditional,Hindi
25.389989,81.26745053,city,15,haze,morning,14743266,commercial,Telugu
17.73745691,83.69372564,temple-town,337,clear,morning,670296,spiritual,Hindi
11.710824870651914,79.0150999478291,forest,1200,rainy,afternoon,73381,tribal,Hindi
23.91938116,77.18684444,heritage,968,cloudy,morning,262310,traditional,Bengali
25.57179162,80.71820345,city,113,clear,night,11394983,mixed,Tamil
27.332937172106536,88.61942324262134,mountain,2868,cold-clear,morning,75238,tribal,Nepali
8.707780177,76.82438624,backwater,50,clear,evening,9451,traditional,Malayalam
24.36933311,85.21197742,hill-town,1026,cloudy,night,121878,colonial,Nepali
26.1445,91.7362,urban,201,cloudy,night,3946046,mixed,Hindi
25.44101128,78.56339079,rural,393,clear,afternoon,44546,traditional,Gujarati
11.624677028732046,80.22695087725293,forest,217,rainy,morning,58742,nature-based,Hindi
15.29464833,74.13941751,beach,21,breezy,evening,126485,laid-back,Malayalam
25.40368053,75.32507653,desert,350,dry-windy,afternoon,76841,ethnic,Hindi
9.68345045183833,78.646303486393,coastal,68,rainy,morning,234194,traditional,Konkani
9.078349374091134,75.96759791255354,backwater,22,humid,early-morning,16562,traditional,Malayalam
18.18810388,83.86160164,temple-town,942,clear,night,705361,traditional,Sanskrit
12.296481714356045,76.638459600786,heritage,892,haze,evening,480430,historical,Tamil
8.994661178,79.53002772,coastal,23,rainy,afternoon,103088,traditional,Odia
25.31359883,82.96017429,spiritual,164,calm,afternoon,27720,meditative,Sanskrit
25.49122714,85.16432281,cultural,238,clear,early-morning,214767,heritage-rich,Tamil
23.8315,91.2868,urban,221,rainy,evening,9697367,cosmopolitan,Kannada
25.97676889,80.86404854,city,225,cloudy,evening,12488235,modern,Bengali
9.282186955,79.32689573,coastal,50,clear,early-morning,202846,traditional,Malayalam
23.14078818,86.07936407,hill-town,1561,cloudy,afternoon,149413,traditional,Hindi
20.563541763202224,79.1154358907136,rural,0,haze,evening,75107,traditional,Bengali
25.33968326703796,81.24764337667845,city,201,rainy,night,7887791,mixed,Hindi
9.351170149207062,77.07297832419182,backwater,44,clear,morning,11803,traditional,Malayalam
24.121900382909185,86.0136123200815,cultural,254,warm,evening,163883,festive,Bengali
17.471392193482703,83.26705300135588,temple-town,932,warm,morning,551429,traditional,Hindi
13.572837977019129,77.78541824203705,beach,55,humid,afternoon,645994,maritime,Tamil
24.78401619,93.940879,mountain,3243,cloudy,evening,163801,traditional,Nepali
20.268,85.8433,temple-town,694,cloudy,early-morning,691360,spiritual,Tamil
20.2686,73.0159,rural,67,rainy,early-morning,35273,agrarian,Bengali
26.98643967396433,85.73318881395299,mountain,2629,foggy,morning,16155,traditional,Hindi
22.4127608,79.36313045,urban,6,rainy,night,3338688,cosmopolitan,English
8.586515786,78.86793007,coastal,64,cloudy,morning,496145,maritime,Tamil
25.97008424614773,74.08317316058782,desert,404,hot-clear,early-morning,40289,tribal,Hindi
25.22235411867093,83.50152586434385,spiritual,682,foggy,night,84193,spiritual,Hindi
19.42810248,78.30796621,rural,294,clear,evening,74791,traditional,Marathi
23.80221961,77.03341829,heritage,327,clear,morning,738287,historical,Marathi
15.837556142715709,74.50167899960462,heritage,653,haze,night,308818,historical,Hindi
8.598205089,78.79108037,coastal,14,cloudy,evening,354483,traditional,Malayalam
17.90244262,84.05767191,temple-town,919,humid,afternoon,718862,traditional,Sanskrit
9.30579778,78.66437657,coastal,27,clear,afternoon,211749,maritime,Odia
25.36749303,83.66880163,spiritual,359,foggy,afternoon,264224,spiritual,Tibetan
11.808843562279172,77.98681909054794,forest,459,cloudy,morning,52738,tribal,Hindi
23.965604728731066,76.47767151825563,heritage,348,clear,early-morning,345780,historical,Tamil
27.46393467,86.33332174,mountain,3008,cloudy,early-morning,42424,tribal,Bhutia
25.72375978,82.6262011,spiritual,327,clear,night,644579,meditative,Sanskrit
26.83503444,85.79541414,mountain,3341,cloudy,evening,92239,traditional,Hindi
26.029695203644263,83.74248239240309,spiritual,820,cloudy,evening,427046,meditative,Hindi
23.8388,78.7378,cultural,99,warm,night,604550,heritage-rich,Hindi
24.233876442201435,85.25268346553962,hill-town,1575,cold-clear,early-morning,70665,colonial,English
25.70057773,82.59290424,spiritual,456,calm,early-morning,607699,spiritual,Tibetan
13.78587431,78.0873229,beach,65,cloudy,early-morning,157638,laid-back,Tamil
21.30847264,78.55258021,rural,587,clear,afternoon,39080,traditional,Odia
8.839958027948859,78.72565828761242,coastal,41,cloudy,afternoon,783678,traditional,Tamil
23.75273997,85.07027368,hill-town,2167,rainy,evening,69545,colonial,Nepali
25.39581483,80.50202354,city,239,cloudy,morning,1270810,modern,Hindi
23.72049467,86.12488461,hill-town,1785,foggy,afternoon,164912,traditional,Nepali
27.17265119,78.39409455,heritage,729,cloudy,afternoon,770450,traditional,Hindi
11.89408957,79.25607119,forest,1399,rainy,morning,41921,tribal,Hindi
27.16161895719636,78.39578903752412,heritage,834,warm,morning,272377,historical,Bengali
13.622432393115568,78.40618306297029,beach,48,cloudy,morning,154792,maritime,Konkani
19.08019249,72.8792253,urban,113,cloudy,evening,2972034,modern,English
24.70988862,84.93760797,cultural,495,warm,evening,752227,festive,Tamil
25.93368958,74.61550262,desert,163,dusty,evening,17787,tribal,Rajasthani
24.57006353,73.68962772,heritage,588,haze,night,670753,traditional,Hindi
26.44778515,85.85264446,mountain,3438,cold-clear,evening,30985,traditional,Hindi
25.59997562,82.11166081,spiritual,760,foggy,early-morning,39237,meditative,Sanskrit
25.3801,72.4224,desert,237,dry-windy,afternoon,35852,ethnic,Sindhi
15.2906342,79.1571656,coastal-city,242,rainy,evening,14085155,modern,Malayalam
25.282452172125424,82.78813803903469,spiritual,117,calm,evening,744110,meditative,Sanskrit
23.25468248,84.795818,hill-town,1801,foggy,early-morning,31170,traditional,English
23.81201453189599,91.29030308844652,cultural,909,haze,night,530601,festive,Bengali
27.51982776,85.72950938,mountain,3665,snow,afternoon,9359,traditional,Bhutia
23.75710641245441,86.12789641873508,hill-town,913,cloudy,evening,134653,colonial,English
9.451684306,76.90204972,backwater,54,cloudy,night,47843,traditional,Malayalam
8.53319202,78.94535511,coastal,3,cloudy,early-morning,783048,traditional,Tamil
18.05602608,82.79825242,temple-town,906,humid,morning,393646,spiritual,Tamil
9.613747881,76.47030077,backwater,27,cloudy,afternoon,24681,traditional,Malayalam
32.71830563,74.85446166,city,6,haze,evening,13562303,modern,Bengali
24.9323377,79.86907072,city,251,rainy,morning,1179426,commercial,Telugu
16.25197504,79.11230635,coastal-city,290,humid,morning,1228958,modern,Konkani
27.34741668194491,86.87504407452118,mountain,2538,cold-clear,early-morning,31110,tribal,Nepali
26.95737889,73.8556094,desert,176,hot-clear,morning,47031,tribal,Sindhi
12.43222821,79.03005966,forest,367,cloudy,afternoon,9631,tribal,Local Tribal Language
26.55322668,86.41666061,mountain,1771,cold-clear,morning,189069,traditional,Nepali
